date,rawContent,renderedContent,id,place
2021-09-21 21:47:41+00:00,"@Jim_Jordan Illegal immigrants should also be vaccinated, but of course one has little to do with the other.

There is no official mandate for all Americans Gym.  There should be.  I'm sure you are vaccinated.

Don't be such an ass.","@Jim_Jordan Illegal immigrants should also be vaccinated, but of course one has little to do with the other.

There is no official mandate for all Americans Gym.  There should be.  I'm sure you are vaccinated.

Don't be such an ass.",1440432569275670533,
2021-09-21 21:47:38+00:00,@magicshop875 Gabby reminds me of me when I was 22. I look nothing like her. I'm an immigrant American ethnic minority. But lemme quote John lennon: Woman is the n*gger of the world!,@magicshop875 Gabby reminds me of me when I was 22. I look nothing like her. I'm an immigrant American ethnic minority. But lemme quote John lennon: Woman is the n*gger of the world!,1440432558483783689,
2021-09-21 21:47:29+00:00,"@SenRonJohnson Talking points about the border and scaremongering about immigrants didn't make the claims true in March, Senator.

From @mehdirhasan:

https://t.co/M9F0zmdEXa

Why not just own up to the fact that your party is anti-immigration?","@SenRonJohnson Talking points about the border and scaremongering about immigrants didn't make the claims true in March, Senator.

From @mehdirhasan:

msnbc.com/opinion/there-…

Why not just own up to the fact that your party is anti-immigration?",1440432522286931969,
2021-09-21 21:47:22+00:00,@SenRonJohnson @SecMayorkas Have you seen the posts about military vehicles and personnel being used to disperse detained illegal immigrants to American cities?,@SenRonJohnson @SecMayorkas Have you seen the posts about military vehicles and personnel being used to disperse detained illegal immigrants to American cities?,1440432491752427527,
2021-09-21 21:47:18+00:00,"@JThesma @HinduAmerican @theImmiForum @paaia @akaimmigration @SuhagAShukla Seriously! I don't want anything to do with these Iranians, for all they've done. From abusing Indians by setting up a troll army on Twitter, running anti-Indian propaganda, using a lobbyist who even collaborated with Equality Labs to 'prove' Indian immigrants are bad for the US.","@JThesma @HinduAmerican @theImmiForum @paaia @akaimmigration @SuhagAShukla Seriously! I don't want anything to do with these Iranians, for all they've done. From abusing Indians by setting up a troll army on Twitter, running anti-Indian propaganda, using a lobbyist who even collaborated with Equality Labs to 'prove' Indian immigrants are bad for the US.",1440432474337656832,
2021-09-21 21:47:07+00:00,"@KatiePavlich I would absolutely love if all the immigrants would magically appear in the White House, and have it broadcast live, one can dream.","@KatiePavlich I would absolutely love if all the immigrants would magically appear in the White House, and have it broadcast live, one can dream.",1440432427353001985,
2021-09-21 21:47:06+00:00,@MBellefontaine So now he's going to yell at immigrants?!?,@MBellefontaine So now he's going to yell at immigrants?!?,1440432422370230288,
2021-09-21 21:47:05+00:00,Does this mean he has to find new immigrants &amp; union member driveways to yell on.,Does this mean he has to find new immigrants &amp; union member driveways to yell on.,1440432418167529480,
2021-09-21 21:47:04+00:00,@aaisforlosers @RealCaptainTony @severs_colt @sf_brat @ajplus Every year y’all have an excuse for what immigrants should do but what never changes is that y’all aren’t in their shoes. Remain ignorant if you want I’m done with this conversation.,@aaisforlosers @RealCaptainTony @severs_colt @sf_brat @ajplus Every year y’all have an excuse for what immigrants should do but what never changes is that y’all aren’t in their shoes. Remain ignorant if you want I’m done with this conversation.,1440432415235665931,
2021-09-21 21:47:02+00:00,@zefrarose @rookiek9 @WonderKing82 In the sense that these people are being treated grotesquely so it can be caught on camera and portrayed as some kind of immigrant invasion? Sure. That's what Fox News has been doing for 4 years now. And ive never seen anything like this.,@zefrarose @rookiek9 @WonderKing82 In the sense that these people are being treated grotesquely so it can be caught on camera and portrayed as some kind of immigrant invasion? Sure. That's what Fox News has been doing for 4 years now. And ive never seen anything like this.,1440432405265850369,
2021-09-21 21:47:01+00:00,"The poem on the Statue of Liberty: “Give me your tired, your poor, your huddled masses yearning to breathe free” has always been meant for European immigrants, not Black and Brown people from other parts of the world. https://t.co/rD4kLAYiYD","The poem on the Statue of Liberty: “Give me your tired, your poor, your huddled masses yearning to breathe free” has always been meant for European immigrants, not Black and Brown people from other parts of the world. https://t.co/rD4kLAYiYD",1440432403814633480,
2021-09-21 21:46:52+00:00,@RetiredOrrin What a freaking joke this administration is. My god! What do they think the immigrants are going to do when they get here? Pull a forest gump and turn back around to go home? https://t.co/4BEld2NHao,@RetiredOrrin What a freaking joke this administration is. My god! What do they think the immigrants are going to do when they get here? Pull a forest gump and turn back around to go home? https://t.co/4BEld2NHao,1440432365675769856,
2021-09-21 21:46:45+00:00,@BradAsAHatter yeah - we have a lot of Mexican immigrants here and in TX and NM and CA - so there are mom and pop shops everywhere that basically just crank out thousands of 2 types of tacos every day,@BradAsAHatter yeah - we have a lot of Mexican immigrants here and in TX and NM and CA - so there are mom and pop shops everywhere that basically just crank out thousands of 2 types of tacos every day,1440432335795605513,
2021-09-21 21:46:42+00:00,"Wow, economic asylum (incl free welfare &amp; health care) is making illegal immigrants turn violent!! Good one, @POTUS @VP @BarackObama, those poll numbers won't be going up anytime soon.
PS- The US is BANKRUPT, there is NO CASH to pay for illegals!!
#WarRoomPandemic 
#ImpeachBiden","Wow, economic asylum (incl free welfare &amp; health care) is making illegal immigrants turn violent!! Good one, @POTUS @VP @BarackObama, those poll numbers won't be going up anytime soon.
PS- The US is BANKRUPT, there is NO CASH to pay for illegals!!
#WarRoomPandemic 
#ImpeachBiden",1440432324680683520,
2021-09-21 21:46:38+00:00,"@Jim_Jordan Cool, we’ll give all the unused vaccine to the immigrants then. We’ll give um out for free at the boarder","@Jim_Jordan Cool, we’ll give all the unused vaccine to the immigrants then. We’ll give um out for free at the boarder",1440432305374318610,
2021-09-21 21:46:37+00:00,@JaneDoe19573577 @goaliemumm @fakeDavidMarek @Annako99 @CanadianPolling That’s the nonsense being fed to you by Bernier. We don’t have enough babies being born to keep our economy going and we have more than enough space to accommodate immigrants. They contribute more than the white trash who are on welfare and blame immigrants for everything.,@JaneDoe19573577 @goaliemumm @fakeDavidMarek @Annako99 @CanadianPolling That’s the nonsense being fed to you by Bernier. We don’t have enough babies being born to keep our economy going and we have more than enough space to accommodate immigrants. They contribute more than the white trash who are on welfare and blame immigrants for everything.,1440432303163932679,
2021-09-21 21:46:37+00:00,"@AIIAmericanGirI @DailySignal Here we go with the control again. Immigrants who only knows how to follow without question will send their kids to schools like this, and their kids will get brainwashed. This is the reason why they want to flood the country with illegal immigrants and legal immigrants.","@AIIAmericanGirI @DailySignal Here we go with the control again. Immigrants who only knows how to follow without question will send their kids to schools like this, and their kids will get brainwashed. This is the reason why they want to flood the country with illegal immigrants and legal immigrants.",1440432301389672455,
2021-09-21 21:46:36+00:00,"@ACTBrigitte Gurl…check yourself.  Do u get delight seeing these images?  Why are you people so hateful.  There are white immigrants that come here via plane everyday, should they be rounded up, beaten, and sent back?","@ACTBrigitte Gurl…check yourself.  Do u get delight seeing these images?  Why are you people so hateful.  There are white immigrants that come here via plane everyday, should they be rounded up, beaten, and sent back?",1440432299758084100,
2021-09-21 21:46:28+00:00,"“Haitians have had larger bond amounts (ranging anywhere from $15,000 to $50,000) placed on them to secure their release than immigrant prisoners elsewhere in the U.S.”

https://t.co/OPh4ObVpmV","“Haitians have had larger bond amounts (ranging anywhere from $15,000 to $50,000) placed on them to secure their release than immigrant prisoners elsewhere in the U.S.”

boomcalifornia.org/2017/12/25/bla…",1440432264312016904,
2021-09-21 21:46:24+00:00,@RepJimBanks When is #TraitorJimBanks going to figure out that the people at the border are NOT illegal immigrants. They are asylum seekers hoping to settle in America to make a better life for their family. Illegal immigrants are the people working the farms for cheap labor.,@RepJimBanks When is #TraitorJimBanks going to figure out that the people at the border are NOT illegal immigrants. They are asylum seekers hoping to settle in America to make a better life for their family. Illegal immigrants are the people working the farms for cheap labor.,1440432246737887240,
2021-09-21 21:46:22+00:00,@KaoticSocialist Agreed. Immigrant haters all believe that immigrants come to this country to rip us off and destroy this country after having trashed their own. They believe in  American mythology. The brutal reality of U.S. imperialism is a reality they deny. Above all else they are racist!,@KaoticSocialist Agreed. Immigrant haters all believe that immigrants come to this country to rip us off and destroy this country after having trashed their own. They believe in  American mythology. The brutal reality of U.S. imperialism is a reality they deny. Above all else they are racist!,1440432240853278721,
2021-09-21 21:46:21+00:00,@INDprogressives When did Indiana become a border state? And boarder patrol hasn't been exactly sweet to immigrants and asylum seekers lately. This is so fucking dumb.,@INDprogressives When did Indiana become a border state? And boarder patrol hasn't been exactly sweet to immigrants and asylum seekers lately. This is so fucking dumb.,1440432236977745924,
2021-09-21 21:46:15+00:00,@CGriwkowsky This is infuriating. Why give him the title of minister of labour and immigration? So much rage. Is his first act going to be yelling in the driveways of all new immigrants before declaring labour unions unlawful?,@CGriwkowsky This is infuriating. Why give him the title of minister of labour and immigration? So much rage. Is his first act going to be yelling in the driveways of all new immigrants before declaring labour unions unlawful?,1440432210742439939,
2021-09-21 21:45:54+00:00,They are punishing the red states with the burden. They have weaponized immigrants.,They are punishing the red states with the burden. They have weaponized immigrants.,1440432121089191949,
2021-09-21 21:45:48+00:00,"New questions about how a ""nation of immigrants"" treats people who are desperate for a better life. https://t.co/iahm9Hz5iY","New questions about how a ""nation of immigrants"" treats people who are desperate for a better life. npr.org/2021/09/21/103…",1440432095965310984,
2021-09-21 21:45:30+00:00,"A
America  is about to have a major population  crisis.  Just think in the coming  years American immigrants  will be using child care tax breaks  and having more babies  to get this extra  income.","A
America  is about to have a major population  crisis.  Just think in the coming  years American immigrants  will be using child care tax breaks  and having more babies  to get this extra  income.",1440432021017296900,
2021-09-21 21:44:52+00:00,"@elassard71 @LeftSentThis Everyone who comes here gets the shaft.  Whether its the chinese exclusion act, or ""blacks and irish need not apply"" or catholic discrimination,or addressing italians by an acronym that stands for ""With Out Papers""We have always treated immigrants like trash.yes, even white ones","@elassard71 @LeftSentThis Everyone who comes here gets the shaft.  Whether its the chinese exclusion act, or ""blacks and irish need not apply"" or catholic discrimination,or addressing italians by an acronym that stands for ""With Out Papers""We have always treated immigrants like trash.yes, even white ones",1440431861264650240,
2021-09-21 21:44:40+00:00,I know a lot of the elders are always like 🙄 d.c. immigrant rallies are tiredt. And that's true. And new folks gets to have their own experiences. For many of them it is the first time they ever get to leave nyc. it is a moment for them to be politicized not shamed.,I know a lot of the elders are always like 🙄 d.c. immigrant rallies are tiredt. And that's true. And new folks gets to have their own experiences. For many of them it is the first time they ever get to leave nyc. it is a moment for them to be politicized not shamed.,1440431812652646416,
2021-09-21 21:44:30+00:00,@tmorello That agent with 5 star on the side of his horse...looks like he’s enjoying terrorizing these immigrants.. ..let’s put his face out there for all to see,@tmorello That agent with 5 star on the side of his horse...looks like he’s enjoying terrorizing these immigrants.. ..let’s put his face out there for all to see,1440431771451998212,
2021-09-21 21:44:23+00:00,"@Angel2EU @QuislingT Expatria is not used ny the majority of sun &amp; daily fail readers in the uk. They use the word, as I said a contrived hypernated word, ex-pat.

They have no idea where the original came from.

Immigrant is not a relative word. I am an immigrant that is a truth.","@Angel2EU @QuislingT Expatria is not used ny the majority of sun &amp; daily fail readers in the uk. They use the word, as I said a contrived hypernated word, ex-pat.

They have no idea where the original came from.

Immigrant is not a relative word. I am an immigrant that is a truth.",1440431741450084352,
2021-09-21 21:44:23+00:00,"@DonaldJTrumpJr Per the 14th Amendment to the Constitution of the United States of America, immigrants who present themselves at the border to seek asylum are protected by the law. I know you hate the Constitution, but, it's still the law of the land.","@DonaldJTrumpJr Per the 14th Amendment to the Constitution of the United States of America, immigrants who present themselves at the border to seek asylum are protected by the law. I know you hate the Constitution, but, it's still the law of the land.",1440431739097075715,
2021-09-21 21:44:07+00:00,Imagine those pics of those ice agents on horses and immigrants came out during trumps term. Bro!,Imagine those pics of those ice agents on horses and immigrants came out during trumps term. Bro!,1440431673095569415,
2021-09-21 21:44:00+00:00,"GOP politicians are invoking white supremacist conspiracy theories to stoke fears about asylum-seekers and immigrants. Instead of debating policy, their language puts real lives at risk. 
⁦@GovAbbott⁩ ⁦@tedcruz⁩ ⁦@TuckerCarlson⁩  https://t.co/NlKxWIEAXa","GOP politicians are invoking white supremacist conspiracy theories to stoke fears about asylum-seekers and immigrants. Instead of debating policy, their language puts real lives at risk. 
⁦@GovAbbott⁩ ⁦@tedcruz⁩ ⁦@TuckerCarlson⁩  businessinsider.com/gop-refugee-im…",1440431644888887302,
2021-09-21 21:44:00+00:00,Ok let’s get #Kamalaharris #Psaki #Obama #Biden #Pelosi to take all immigrants. My friend went to home depot in Texas and surprise! First time ever the license plate ripped off stolen. Just “welcome to America” @laralogan #FoxNews #CNN fools gov doesn’t pay WE DO!,Ok let’s get #Kamalaharris #Psaki #Obama #Biden #Pelosi to take all immigrants. My friend went to home depot in Texas and surprise! First time ever the license plate ripped off stolen. Just “welcome to America” @laralogan #FoxNews #CNN fools gov doesn’t pay WE DO!,1440431643483783172,
2021-09-21 21:43:43+00:00,"@TGarantine Just immigrants. Use your brain, if you even have one.","@TGarantine Just immigrants. Use your brain, if you even have one.",1440431573518598146,
2021-09-21 21:43:42+00:00,Drake is an immigrant,Drake is an immigrant,1440431569148149768,
2021-09-21 21:43:35+00:00,Illegal immigrants to  take their  place in the queue! Those that have loyally served the Queen must take priority. They have paid their taxes and dedicated their lives to the country.,Illegal immigrants to  take their  place in the queue! Those that have loyally served the Queen must take priority. They have paid their taxes and dedicated their lives to the country.,1440431539813187590,
2021-09-21 21:43:29+00:00,"Now that the election is over we can roll out our non-election-y stories, starting with this lovely piece on immigrants' backyard gardens in Vancouver @bychrischeung! 🥬🍅🥒https://t.co/u1vDWZKt6s","Now that the election is over we can roll out our non-election-y stories, starting with this lovely piece on immigrants' backyard gardens in Vancouver @bychrischeung! 🥬🍅🥒thetyee.ca/News/2021/09/2…",1440431515536482304,
2021-09-21 21:43:29+00:00,"@Jayduck16803727 Well done eu, now letting your countries be ruined by immigrants","@Jayduck16803727 Well done eu, now letting your countries be ruined by immigrants",1440431512147529731,
2021-09-21 21:43:27+00:00,"The crisis facing Haitian migrants at the border in #context

4 decades ago the US began a transition from REJECTING immigrant detention ➡️ a system that imprisons 400k+ ppl yearly for immigration-related violations. Detention was used then to deter an influx of *Haitian migrants","The crisis facing Haitian migrants at the border in #context

4 decades ago the US began a transition from REJECTING immigrant detention ➡️ a system that imprisons 400k+ ppl yearly for immigration-related violations. Detention was used then to deter an influx of *Haitian migrants",1440431503842820101,
2021-09-21 21:43:19+00:00,@AdamShawNY The border czar probably ordered the whipping of immigrants. Didn’t her family have a history of slave ownership?,@AdamShawNY The border czar probably ordered the whipping of immigrants. Didn’t her family have a history of slave ownership?,1440431471483768834,
2021-09-21 21:43:15+00:00,"@citynightcap I’m sorry but you did not include 2 years of filibuster, 2 years of Rand Paul shreaking like a damn banshee about Dr. Fauci being on the paid payroll of the immigrants home country, and TFG getting his 2cents in about immigrants and shit hole countries.","@citynightcap I’m sorry but you did not include 2 years of filibuster, 2 years of Rand Paul shreaking like a damn banshee about Dr. Fauci being on the paid payroll of the immigrants home country, and TFG getting his 2cents in about immigrants and shit hole countries.",1440431454207447043,
2021-09-21 21:43:09+00:00,Nous sommes en train de vendre le pays aux plus riches immigrants qui investissent dans l'immobilier ici comme police d'assurance si jamais ça pète de leur côté. Demandez aux gens de Vancouver. Et ce sont les petits épargnants qui écopent. Mais chuutt il ne faut pas en parler!,Nous sommes en train de vendre le pays aux plus riches immigrants qui investissent dans l'immobilier ici comme police d'assurance si jamais ça pète de leur côté. Demandez aux gens de Vancouver. Et ce sont les petits épargnants qui écopent. Mais chuutt il ne faut pas en parler!,1440431431616897025,
2021-09-21 21:43:04+00:00,Maru Mora Villalpando argued that the Trump administration targeted her for deportation in 2017 because she advocates on behalf of detained immigrants at the Northwest detention center in Tacoma. https://t.co/rcLh3puCpR,Maru Mora Villalpando argued that the Trump administration targeted her for deportation in 2017 because she advocates on behalf of detained immigrants at the Northwest detention center in Tacoma. bit.ly/3u7Nu5m,1440431408619528197,
2021-09-21 21:43:02+00:00,I like watching illegal immigrants chased on horseback. It's like going to the rodeo.,I like watching illegal immigrants chased on horseback. It's like going to the rodeo.,1440431401560465415,
2021-09-21 21:42:56+00:00,@SHEsus__Christ @dontlickchalk I am not against immigrants or immigration but the Afghanistan refugees were vetted. Haitians need to go back and do it the right way.,@SHEsus__Christ @dontlickchalk I am not against immigrants or immigration but the Afghanistan refugees were vetted. Haitians need to go back and do it the right way.,1440431376675737607,
2021-09-21 21:42:50+00:00,@coachholguin @RepMaxineWaters @AOC So you think the United States government is incompetent at managing the country but you support them using their power to keep immigrants from coming here?,@coachholguin @RepMaxineWaters @AOC So you think the United States government is incompetent at managing the country but you support them using their power to keep immigrants from coming here?,1440431350138368003,
2021-09-21 21:42:49+00:00,"@IonaItalia @ASCphiled @AreoMagazine True. I think the conflict, where it does arise, occurs when immigrants reject the values of the nation they move to and retain their original values. But that's not surprising when the metropolitan elite reject the very concept of nation nevermind defend its values.","@IonaItalia @ASCphiled @AreoMagazine True. I think the conflict, where it does arise, occurs when immigrants reject the values of the nation they move to and retain their original values. But that's not surprising when the metropolitan elite reject the very concept of nation nevermind defend its values.",1440431345029640194,
2021-09-21 21:42:22+00:00,wait am i losing my mind or did i just see maga caring about immigrants the very same people you wanted to go back to their countries,wait am i losing my mind or did i just see maga caring about immigrants the very same people you wanted to go back to their countries,1440431234493026311,
2021-09-21 21:42:19+00:00,"@HaitianBridge @POTUS @VP Most of these immigrants were living a comfortable life in Chile with access to jobs, safety, education and medical care. They had no reason to come to the US to seek asylum, they were fooled into doing this by a misinformation campaign targeting them","@HaitianBridge @POTUS @VP Most of these immigrants were living a comfortable life in Chile with access to jobs, safety, education and medical care. They had no reason to come to the US to seek asylum, they were fooled into doing this by a misinformation campaign targeting them",1440431222337929225,
2021-09-21 21:42:13+00:00,"@mileslunn @2closetocall Yeah exactly, the pandemic circumstances did make this more difficult.  The problem is many in these immigrant communities don't know whether they can really trust the federal Tories especially after the Harper 2015 debacle, so he has to do the legwork somehow","@mileslunn @2closetocall Yeah exactly, the pandemic circumstances did make this more difficult.  The problem is many in these immigrant communities don't know whether they can really trust the federal Tories especially after the Harper 2015 debacle, so he has to do the legwork somehow",1440431197163720709,
2021-09-21 21:42:07+00:00,@ShameLechina @title_that @Frauddulent @POTUS 7 and 10 immigrants at the border get the vaccination that's not the source of the virus the source of the virus is here the people that come here are getting infected when they get here they don't bring it with them you just don't know any facts do you,@ShameLechina @title_that @Frauddulent @POTUS 7 and 10 immigrants at the border get the vaccination that's not the source of the virus the source of the virus is here the people that come here are getting infected when they get here they don't bring it with them you just don't know any facts do you,1440431170311786504,
2021-09-21 21:42:06+00:00,This was planned from  the beginning.  Corrupt Joe Biden and is corrupt cohorts were determined to let this flood of illegal immigrants come across our southern border so they could keep their power.  We need to push back and get these evil persons out of government.,This was planned from  the beginning.  Corrupt Joe Biden and is corrupt cohorts were determined to let this flood of illegal immigrants come across our southern border so they could keep their power.  We need to push back and get these evil persons out of government.,1440431164003520512,
2021-09-21 21:42:04+00:00,"@LuisArias121 @LNDN25 @MiguelR63821964 @sixele_ @badneuroses You realize that someone literally sent you a link of such document earlier on talking about that fact, right? I guess to y'all, every Afro-Haitians get the name illegal immigrant. Yeah... that can be a problem linked to ignorance","@LuisArias121 @LNDN25 @MiguelR63821964 @sixele_ @badneuroses You realize that someone literally sent you a link of such document earlier on talking about that fact, right? I guess to y'all, every Afro-Haitians get the name illegal immigrant. Yeah... that can be a problem linked to ignorance",1440431156634152962,
2021-09-21 21:41:51+00:00,"Beyond the immediate threat they pose medically, most of these 'winners' tend to be the worst the right has to offer. They're QAnons, the 'Democrats are pedophiles' crowd, people gleefully targeting Muslims, LGBT+ people, immigrants.

I won't mourn people who think I'm a monster.","Beyond the immediate threat they pose medically, most of these 'winners' tend to be the worst the right has to offer. They're QAnons, the 'Democrats are pedophiles' crowd, people gleefully targeting Muslims, LGBT+ people, immigrants.

I won't mourn people who think I'm a monster.",1440431104435970048,
2021-09-21 21:41:40+00:00,"@tariqnasheed @profcarroll 

Were not ""African american""

Only immigrant on this soil is 
Your people","@tariqnasheed @profcarroll 

Were not ""African american""

Only immigrant on this soil is 
Your people",1440431056201474060,
2021-09-21 21:41:23+00:00,"You would think by now more countries would adjust their laws, put in place mutually favorable measures, and be more welcoming to immigrants instead, we continue to see inhumane, sadistic, discriminatory treatment towards people who are very much deserving of freedom","You would think by now more countries would adjust their laws, put in place mutually favorable measures, and be more welcoming to immigrants instead, we continue to see inhumane, sadistic, discriminatory treatment towards people who are very much deserving of freedom",1440430987020693516,
2021-09-21 21:41:22+00:00,I am sure it will be much better when there millions more illegal immigrants here on our land. One would think we should stop the invasion now while we can have a defensive position.,I am sure it will be much better when there millions more illegal immigrants here on our land. One would think we should stop the invasion now while we can have a defensive position.,1440430980737617922,
2021-09-21 21:41:22+00:00,"@RipTootly @ACTforAmerica So Americans and legal immigrants are allowed to commit crimes, but if an illegal immigrant commits even ONE crime, that’s far too many.

I’d say it’s your perspective that’s dangerous. Remember how the America of today even came around?","@RipTootly @ACTforAmerica So Americans and legal immigrants are allowed to commit crimes, but if an illegal immigrant commits even ONE crime, that’s far too many.

I’d say it’s your perspective that’s dangerous. Remember how the America of today even came around?",1440430979374452739,
2021-09-21 21:41:17+00:00,"Harris is not capable to work as illegal immigrants, She gave a huge money to Central America, Now illegal immigration continue to increase. They also spread Delta to US. In NY, A large number of illegal immigrants gathered under the subway bridge and they pitched their tents .","Harris is not capable to work as illegal immigrants, She gave a huge money to Central America, Now illegal immigration continue to increase. They also spread Delta to US. In NY, A large number of illegal immigrants gathered under the subway bridge and they pitched their tents .",1440430959493484548,
2021-09-21 21:41:11+00:00,"@jtatelbaum @Exodus27442502 @b_bolby @CJThomp13651142 @rdevro @psskow See it's funny, bc you jumped in here laughing at me for not understanding context. But when I give you context on the situation at large, you just say you don't care and you'd rather remain ignorant on why all this is happening because ""immigrants bad""","@jtatelbaum @Exodus27442502 @b_bolby @CJThomp13651142 @rdevro @psskow See it's funny, bc you jumped in here laughing at me for not understanding context. But when I give you context on the situation at large, you just say you don't care and you'd rather remain ignorant on why all this is happening because ""immigrants bad""",1440430934520516609,
2021-09-21 21:41:00+00:00,"@DonaldJTrumpJr It's probably a good thing that idiot tRump GOP admin solved border problem in prior 4 yrs so USA can't possibly have a crisis today! Prayerfully, not feeding/ supplying water/giving adequate sleeping conditions/ caging babies/separating immigrant families by GOP worked. NOT!","@DonaldJTrumpJr It's probably a good thing that idiot tRump GOP admin solved border problem in prior 4 yrs so USA can't possibly have a crisis today! Prayerfully, not feeding/ supplying water/giving adequate sleeping conditions/ caging babies/separating immigrant families by GOP worked. NOT!",1440430890492989441,
2021-09-21 21:40:52+00:00,"@jeffdeist With over a million immigrants (all depending on the Federal government) this year alone, there will be no soft or hard secession. We are tax slaves.","@jeffdeist With over a million immigrants (all depending on the Federal government) this year alone, there will be no soft or hard secession. We are tax slaves.",1440430854451314688,
2021-09-21 21:40:52+00:00,"This is so stupid. It's the end of the reigns used to steer the horse and yes some times used to hit the horse across the rear to make em run. He's not whipping immigrants. 
https://t.co/7eSpespA2q","This is so stupid. It's the end of the reigns used to steer the horse and yes some times used to hit the horse across the rear to make em run. He's not whipping immigrants. 
nbcnews.com/politics/white…",1440430854308724748,
2021-09-21 21:40:44+00:00,But its Vote Blue not matter who. Liberals do not care about immigrants they are the same as trump they are just better at hiding it and not being so direct with their hatred,But its Vote Blue not matter who. Liberals do not care about immigrants they are the same as trump they are just better at hiding it and not being so direct with their hatred,1440430823375720452,
2021-09-21 21:40:24+00:00,"Why the hell did a border patrol officer whip a bunch of immigrants, specifically haitian immigrants. Istg people are just looking for ways to treat immigrants like sub-human.","Why the hell did a border patrol officer whip a bunch of immigrants, specifically haitian immigrants. Istg people are just looking for ways to treat immigrants like sub-human.",1440430738797580288,
2021-09-21 21:40:18+00:00,@GeraldoRivera these illegal immigrants aren’t vaccinated nor are they forced to. You better keep your grandchildren in a bubble since your advocating for this mass migration,@GeraldoRivera these illegal immigrants aren’t vaccinated nor are they forced to. You better keep your grandchildren in a bubble since your advocating for this mass migration,1440430713472356354,
2021-09-21 21:40:17+00:00,"Movies and TV shows have been a detriment to the Muslim community since 9/11. When we’re depicted as outsiders (e.g. terrorists or immigrant nerds), it perpetuates Islamaphobia further.

Hollywood should be ashamed, but this has been going on for decades. https://t.co/uGnQIsI6vf","Movies and TV shows have been a detriment to the Muslim community since 9/11. When we’re depicted as outsiders (e.g. terrorists or immigrant nerds), it perpetuates Islamaphobia further.

Hollywood should be ashamed, but this has been going on for decades. https://t.co/uGnQIsI6vf",1440430707340308485,"{'_type': 'snscrape.modules.twitter.Place', 'fullName': 'San Francisco, CA', 'name': 'San Francisco', 'type': 'city', 'country': 'United States', 'countryCode': 'US'}"
2021-09-21 21:40:05+00:00,"New funding opportunity: The WES Mariam Assefa Fund seeks ideas from U.S. organizations working with employers to drive more inclusive practices for immigrants and refugees. Learn more and apply here: https://t.co/o1ClY9ufJk
#philanthropy","New funding opportunity: The WES Mariam Assefa Fund seeks ideas from U.S. organizations working with employers to drive more inclusive practices for immigrants and refugees. Learn more and apply here: wes.org/fund/us-fundin…
#philanthropy",1440430656572387330,
2021-09-21 21:39:44+00:00,"@GraWitMik @QuislingT Although emotionally I agree with you, technically ex-pats (an abbreviation of expatriates) and immigrants are relative words. From the UK point of view, UK citizens living abroad are expatriates (latin ex patria=out of country) whilst in the host country, they are immigrants.","@GraWitMik @QuislingT Although emotionally I agree with you, technically ex-pats (an abbreviation of expatriates) and immigrants are relative words. From the UK point of view, UK citizens living abroad are expatriates (latin ex patria=out of country) whilst in the host country, they are immigrants.",1440430571272818699,
2021-09-21 21:39:43+00:00,"@dcexaminer Can't help but notice in all the video shown, there was not one second of anybody whipping anybody, with either whips or anything else.

Even Captain Twirlley here (who at worst) spun his reins ""menacingly"" at an illegal immigrant. https://t.co/B11weh721W","@dcexaminer Can't help but notice in all the video shown, there was not one second of anybody whipping anybody, with either whips or anything else.

Even Captain Twirlley here (who at worst) spun his reins ""menacingly"" at an illegal immigrant. https://t.co/B11weh721W",1440430565971226630,
2021-09-21 21:39:41+00:00,@Jim_Jordan So we can keep paying high taxes to support illegal immigrants,@Jim_Jordan So we can keep paying high taxes to support illegal immigrants,1440430557200932871,
2021-09-21 21:39:27+00:00,Watched a clip on the news of a Haitian immigrant hoping to come to the USA claiming his pregnant wife is currently sleeping on the floor. Do you know how many of our own homeless Veterans have been sleeping on the ground for years upon years with no help??!! #Haiti,Watched a clip on the news of a Haitian immigrant hoping to come to the USA claiming his pregnant wife is currently sleeping on the floor. Do you know how many of our own homeless Veterans have been sleeping on the ground for years upon years with no help??!! #Haiti,1440430499831320579,
2021-09-21 21:39:12+00:00,"@nlx161 @nutser79 @ajplus Immigrants bring more money into the economy which provides more money to support poor/homeless/unemployed until they can provide back to the community, and their comfort and education lowers birth rates which is the biggest cause of population rise. Far more than immigration.","@nlx161 @nutser79 @ajplus Immigrants bring more money into the economy which provides more money to support poor/homeless/unemployed until they can provide back to the community, and their comfort and education lowers birth rates which is the biggest cause of population rise. Far more than immigration.",1440430437516541958,
2021-09-21 21:39:11+00:00,"@jilevin I hope to see all Rump properties turned into women’s shelters, immigrant housing, and housing for homeless vets!","@jilevin I hope to see all Rump properties turned into women’s shelters, immigrant housing, and housing for homeless vets!",1440430431950671877,
2021-09-21 21:39:05+00:00,"Border Patrol: Edinburg hotel, Hidalgo storm drains being used to smuggle immigrants | #RGV https://t.co/UQdhg8bIPy","Border Patrol: Edinburg hotel, Hidalgo storm drains being used to smuggle immigrants | #RGV myrgv.com/local-news/202…",1440430406017249282,
